Quarter,Channel,Product_Line,Revenue,Product_Cost,Customer_Service_Cost,Profit
Q1,MOP,Other Products,2,2,0,0
Q2,EML,Deposit Products,3,3,0,-1
Q4,MAL,Other Products,63,80,19,-36
Q1,INT,Revolving Credit Products,267,223,38,6
Q4,INT,Revolving Credit Products,1435,1325,305,-195
Q1,INT,Deposit Products,40,26,3,11
Q2,INT,Other Products,10,4,1,6
Q2,EML,Other Products,2,1,0,1
Q1,BRH,Fee Based Products,6,7,1,-2
Q1,CCT,Other Products,3,3,0,-1
Q1,INT,Third Party Products,2,1,0,1
Q4,DSA,Other Products,2,2,0,0
Q3,MOP,Revolving Credit Products,48,34,7,7
Q1,MOP,Other Products,2,1,0,1
Q2,MOP,Deposit Products,13,5,1,6
Q2,ATM,Fee Based Products,66,79,18,-31
Q1,CCT,Fee Based Products,5,4,1,0
Q4,MOP,Other Products,37,37,6,-6
Q4,TEL,Other Products,3,3,1,-1
Q2,INT,Deposit Products,3,2,0,1
Q4,CCT,Third Party Products,3,3,0,-1
Q1,MOP,Deposit Products,2,3,0,-1
Q4,MOP,Credit Products,56,38,6,12
Q1,BRH,Third Party Products,4,3,0,1
Q2,CCT,Third Party Products,2,1,0,1
Q1,MOP,Deposit Products,2,1,0,0
Q4,EML,Third Party Products,4,4,1,-2
Q3,EML,Fee Based Products,12,12,2,-2
Q4,BRH,Other Products,13,10,2,2
Q3,EML,Fee Based Products,231,181,37,13
Q2,INT,Third Party Products,4,2,0,2
Q4,CCT,Deposit Products,193,148,21,24
Q1,INT,Third Party Products,2,1,0,0
Q1,CCT,Other Products,5,5,1,-1
Q1,MAL,Fee Based Products,115,69,16,30
Q1,MOP,Other Products,5,2,0,3
Q4,TEL,Other Products,4,2,0,2
Q3,DSA,Other Products,15,11,1,3
Q2,DSA,Other Products,3,3,1,-1
Q3,EVE,Revolving Credit Products,94,56,14,25
Q3,CCT,Deposit Products,17,21,3,-7
Q4,INT,Third Party Products,3,4,1,-1
Q3,TEL,Fee Based Products,14,7,1,6
Q4,DSA,Other Products,10,8,1,0
Q2,INT,Third Party Products,2,2,0,0
Q2,TEL,Other Products,5,3,1,0
Q1,INT,Deposit Products,4,2,0,3
Q2,EML,Third Party Products,4,2,0,2
Q1,INT,Fee Based Products,4,2,0,2
Q2,INT,Fee Based Products,7,10,1,-3
Q1,MAL,Third Party Products,58,59,7,-8
Q2,TEL,Other Products,2,2,0,0
Q1,EML,Third Party Products,1,1,0,0
Q2,EML,Fee Based Products,4,2,0,1
Q4,EML,Other Products,1,1,0,0
Q2,MOP,Other Products,2,3,0,-1
Q4,CCT,Fee Based Products,4,1,0,3
Q4,EML,Deposit Products,2,2,1,0
Q3,CCT,Third Party Products,13,17,4,-7
Q2,BRH,Third Party Products,2,2,0,0
Q2,EML,Fee Based Products,8,4,0,4
Q1,INT,Revolving Credit Products,2,2,0,0
Q4,EML,Fee Based Products,4,4,1,-1
Q1,INT,Third Party Products,5,6,1,-2
Q1,TEL,Other Products,3,2,0,1
Q4,CCT,Other Products,8,9,1,-3
Q2,TEL,Other Products,4,4,1,-1
Q2,EML,Other Products,7,5,1,0
Q3,MOP,Credit Products,51,22,4,25
Q2,DSA,Other Products,6,2,0,3
Q4,MOP,Other Products,1,1,0,-1
Q4,BRH,Other Products,4,4,1,-2
Q4,TEL,Revolving Credit Products,37,24,5,8
Q1,BRH,Fee Based Products,3,2,1,0
Q4,MOP,Other Products,2,1,0,0
Q2,CCT,Fee Based Products,3,2,0,1
Q1,MOP,Other Products,1,0,0,0
Q3,EML,Deposit Products,13,4,1,8
Q4,MOP,Deposit Products,4,2,0,2
Q3,ATM,Fee Based Products,74,71,11,-7
Q2,MOP,Other Products,4,2,0,2
Q4,TEL,Other Products,2,3,1,-1
Q4,MOP,Other Products,2,1,0,0
Q4,MOP,Other Products,4,4,1,0
Q1,DSA,Other Products,2,1,0,1
Q4,INT,Deposit Products,3,1,0,1
Q3,TEL,Credit Products,30,24,5,2
Q4,EML,Third Party Products,2,1,0,1
Q2,EML,Credit Products,14,15,3,-4
Q2,TEL,Other Products,2,1,0,1
Q1,INT,Other Products,8,9,2,-2
Q2,EML,Third Party Products,5,6,1,-2
Q4,MOP,Deposit Products,3,1,0,1
Q1,TEL,Other Products,5,6,1,-2
Q1,TEL,Other Products,3,3,0,0
Q3,TEL,Other Products,102,110,27,-35
Q2,MAL,Revolving Credit Products,58,75,11,-28
Q2,INT,Fee Based Products,5,2,1,2
Q4,EML,Third Party Products,4,2,0,1
Q3,BRH,Other Products,21,21,2,-3
Q4,INT,Third Party Products,4,2,0,2
Q4,BRH,Third Party Products,4,3,0,1
Q4,MOP,Other Products,4,5,0,-1
Q3,MOP,Revolving Credit Products,50,37,7,6
Q4,INT,Credit Products,6,7,1,-2
Q4,EML,Other Products,14,14,3,-3
Q3,TEL,Fee Based Products,41,29,5,7
Q1,INT,Fee Based Products,8,4,1,3
Q4,TEL,Deposit Products,32,22,4,5
Q2,BRH,Third Party Products,8,5,1,3
Q4,DSA,Credit Products,151,123,27,0
Q1,BRH,Third Party Products,6,4,1,1
Q3,TEL,Fee Based Products,16,17,3,-4
Q1,INT,Deposit Products,3,3,1,-1
Q2,TEL,Other Products,2,2,0,0
Q4,TEL,Fee Based Products,15,7,1,8
Q3,BRH,Other Products,12,5,1,6
Q3,EML,Deposit Products,1408,1626,172,-391
Q1,CCT,Third Party Products,7,5,1,1
Q3,TEL,Revolving Credit Products,14,8,1,5
Q4,EML,Fee Based Products,6,8,1,-3
Q2,MOP,Deposit Products,3,3,1,-1
Q1,CCT,Other Products,7,5,1,1
Q2,TEL,Fee Based Products,22,12,3,7
Q1,EML,Third Party Products,2,2,0,0
Q1,EML,Third Party Products,3,3,0,-1
Q4,EML,Deposit Products,3,3,1,-1
Q1,CCT,Third Party Products,2,1,0,1
Q4,CCT,Revolving Credit Products,3,3,1,0
Q2,CCT,Fee Based Products,2,2,0,0
Q2,EML,Third Party Products,2,1,0,0
Q4,TEL,Deposit Products,115,145,15,-45
Q2,INT,Other Products,2,2,0,-1
Q1,CCT,Fee Based Products,5,7,1,-3
Q4,MOP,Deposit Products,41,49,10,-19
Q2,CCT,Other Products,12,15,3,-6
Q4,BRH,Third Party Products,5,7,1,-2
Q2,INT,Other Products,14,15,3,-4
Q1,EML,Deposit Products,3,3,0,0
Q2,MOP,Credit Products,2,3,1,-1
Q4,MOP,Revolving Credit Products,40,51,9,-20
Q2,BRH,Fee Based Products,3,2,0,0
Q2,INT,Third Party Products,3,3,0,-1
Q1,TEL,Other Products,2,1,0,0
Q2,DSA,Credit Products,337,210,43,84
Q4,CCT,Third Party Products,5,5,1,-2
Q1,MOP,Other Products,4,2,0,1
Q2,TEL,Other Products,5,5,1,-1
Q3,CCT,Fee Based Products,13,16,2,-6
Q2,CCT,Other Products,7,7,1,-1
Q1,EML,Other Products,6,4,1,2
Q3,BRH,Third Party Products,12,16,2,-6
Q3,ATM,Deposit Products,704,611,128,-35
Q3,CCT,Fee Based Products,13,9,2,2
Q4,BRH,Fee Based Products,284,183,23,78
Q3,CCT,Fee Based Products,15,8,1,6
Q2,EML,Third Party Products,2,1,0,1
Q1,BRH,Other Products,544,636,67,-158
Q4,MOP,Deposit Products,18,22,3,-7
Q4,BRH,Other Products,16,18,4,-6
Q4,TEL,Other Products,32,15,3,13
Q3,MOP,Credit Products,56,49,10,-3
Q1,EML,Third Party Products,3,2,0,0
Q2,TEL,Revolving Credit Products,2,3,0,-1
Q4,MOP,Credit Products,4,2,0,2
Q3,TEL,Deposit Products,38,34,4,0
Q4,CCT,Other Products,9,6,1,1
Q4,INT,Revolving Credit Products,3,2,0,0
Q3,EML,Third Party Products,11,7,2,3
Q1,CCT,Fee Based Products,6,6,1,0
Q1,CCT,Deposit Products,6,3,1,3
Q2,EML,Fee Based Products,6,4,1,1
Q2,INT,Fee Based Products,4,3,1,0
Q4,DSA,Credit Products,7,8,1,-1
Q2,BRH,Third Party Products,5,4,1,1
Q4,BRH,Fee Based Products,3,3,0,0
Q2,TEL,Fee Based Products,6,5,1,1
Q3,CCT,Revolving Credit Products,13,4,1,8
Q1,TEL,Credit Products,33,23,2,7
Q1,DSA,Credit Products,3,4,1,-2
Q1,BRH,Deposit Products,19,17,3,-1
Q3,MOP,Other Products,12,4,1,7
Q2,CCT,Fee Based Products,3,2,0,1
Q2,INT,Fee Based Products,5,5,1,-2
Q2,DSA,Other Products,5,2,0,2
Q1,MOP,Credit Products,3,4,1,-1
Q3,CCT,Other Products,15,6,1,8
Q2,BRH,Other Products,3,3,0,0
Q4,EVE,Credit Products,309,201,39,69
Q1,TEL,Other Products,9,11,2,-4
Q1,EML,Fee Based Products,4,5,1,-2
Q4,TEL,Other Products,3,3,1,0
Q4,INT,Third Party Products,3,1,0,1
Q3,TEL,Fee Based Products,14,14,2,-2
Q3,MAL,Fee Based Products,184,92,20,71
Q4,BRH,Other Products,4,1,0,2
Q4,CCT,Other Products,6,7,1,-3
Q2,INT,Deposit Products,46,31,5,10
Q1,EML,Third Party Products,3,2,0,1
Q3,EML,Fee Based Products,14,16,4,-6
Q3,INT,Credit Products,15,18,3,-6
Q1,TEL,Credit Products,187,145,35,6
Q3,BRH,Credit Products,562,692,86,-216
Q3,CCT,Other Products,14,13,2,-1
Q2,CCT,Credit Products,380,375,59,-54
Q4,EML,Other Products,8,10,2,-4
Q1,EML,Other Products,2,3,1,-1
Q3,CCT,Third Party Products,11,12,2,-3
Q2,ATM,Third Party Products,62,64,15,-17
Q4,EML,Other Products,9,4,1,4
Q4,INT,Fee Based Products,8,9,2,-3
Q1,CCT,Third Party Products,5,3,0,2
Q3,BRH,Revolving Credit Products,26,27,6,-7
Q4,EVE,Deposit Products,34,25,5,5
Q2,CCT,Third Party Products,8,6,1,1
Q2,CCT,Other Products,6,3,1,3
Q2,MOP,Deposit Products,4,3,1,0
Q2,EML,Credit Products,1263,433,94,736
Q1,INT,Third Party Products,147,174,38,-65
Q2,MOP,Revolving Credit Products,72,49,9,13
Q3,EVE,Other Products,16,19,5,-8
Q4,CCT,Fee Based Products,12,11,2,-1
Q3,EVE,Other Products,16,19,4,-8
Q2,TEL,Other Products,4,4,1,-1
Q4,BRH,Third Party Products,3,3,1,-1
Q4,CCT,Deposit Products,10,6,1,3
Q4,CCT,Third Party Products,8,8,1,-1
Q1,DSA,Other Products,5,2,0,3
Q3,EML,Third Party Products,13,18,3,-7
Q1,TEL,Fee Based Products,6,3,1,3
Q4,MAL,Third Party Products,109,84,9,17
Q1,EML,Other Products,7,7,2,-2
Q2,BRH,Fee Based Products,11,14,3,-5
Q4,CCT,Other Products,4,4,1,-1
Q3,BRH,Fee Based Products,16,13,3,0
Q3,BRH,Fee Based Products,17,7,1,9
Q2,TEL,Other Products,9,10,2,-4
Q2,CCT,Other Products,6,5,1,1
Q2,EML,Fee Based Products,9,8,2,-1
Q4,TEL,Other Products,6,5,1,-1
Q2,DSA,Other Products,8,6,1,1
Q2,MOP,Other Products,4,5,1,-2
Q3,EML,Third Party Products,11,14,3,-6
Q2,BRH,Third Party Products,7,5,1,1
Q3,MAL,Third Party Products,234,243,59,-68
Q2,DSA,Credit Products,8,6,1,1
Q2,BRH,Fee Based Products,7,4,1,2
Q3,MOP,Other Products,14,10,2,1
Q4,EML,Third Party Products,5,3,1,1
Q2,EML,Fee Based Products,4,2,1,1
Q1,CCT,Credit Products,308,246,46,15
Q2,CCT,Third Party Products,9,10,2,-3
Q4,EML,Fee Based Products,5,4,1,1
Q2,CCT,Third Party Products,6,7,2,-3
Q1,CCT,Fee Based Products,6,5,1,0
Q1,EML,Other Products,6,7,2,-2
Q4,EVE,Deposit Products,93,77,17,-1
Q1,CCT,Third Party Products,4,1,0,2
Q2,CCT,Revolving Credit Products,6,7,1,-3
Q1,CCT,Other Products,8,5,1,2
Q4,TEL,Other Products,28,30,4,-7
Q2,BRH,Third Party Products,384,196,27,161
Q2,CCT,Third Party Products,5,4,1,0
Q3,BRH,Fee Based Products,16,7,1,8
Q2,INT,Revolving Credit Products,282,355,86,-159
Q4,TEL,Other Products,5,6,1,-2
Q1,INT,Fee Based Products,4,5,1,-2
Q2,BRH,Other Products,3,3,1,-1
Q4,BRH,Deposit Products,19,24,4,-8
Q4,INT,Third Party Products,5,5,1,-1
Q2,ATM,Third Party Products,57,28,4,25
Q3,CCT,Fee Based Products,13,12,2,-1
Q2,TEL,Deposit Products,15,16,4,-5
Q1,EML,Fee Based Products,6,6,1,-2
Q3,CCT,Third Party Products,77,98,13,-34
Q4,EML,Fee Based Products,6,2,0,3
Q2,EML,Other Products,6,3,1,3
Q1,EML,Fee Based Products,5,3,1,1
Q2,CCT,Third Party Products,5,5,1,-1
Q3,CCT,Other Products,15,14,2,-2
Q3,CCT,Third Party Products,13,9,2,2
Q1,TEL,Other Products,3,4,0,-1
Q2,EML,Other Products,9,11,3,-4
Q2,MOP,Other Products,34,22,3,9
Q4,EML,Credit Products,335,127,23,185
Q1,MOP,Revolving Credit Products,49,60,10,-21
Q3,INT,Other Products,13,7,1,4
Q2,CCT,Fee Based Products,6,3,0,2
Q1,BRH,Fee Based Products,7,7,1,0
Q2,CCT,Fee Based Products,5,2,0,3
Q1,INT,Third Party Products,5,4,0,0
Q3,DSA,Other Products,32,38,8,-14
Q3,CCT,Third Party Products,14,8,1,4
Q2,DSA,Deposit Products,5,6,1,-2
Q1,BRH,Third Party Products,5,4,1,0
Q2,TEL,Revolving Credit Products,73,29,4,39
Q4,EML,Other Products,7,3,1,3
Q3,ATM,Other Products,74,92,20,-38
Q1,MOP,Credit Products,61,44,9,9
Q2,EML,Third Party Products,127,72,8,46
Q1,INT,Other Products,9,8,1,0
Q1,MOP,Other Products,8,3,0,5
Q2,TEL,Other Products,4,4,0,0
Q4,EVE,Credit Products,209,260,35,-85
Q1,BRH,Other Products,9,11,3,-4
Q2,CCT,Deposit Products,15,8,1,6
Q3,MOP,Deposit Products,11,7,1,4
Q4,EML,Other Products,8,9,1,-2
Q3,BRH,Other Products,13,6,1,5
Q1,EML,Third Party Products,5,2,0,2
Q4,MAL,Other Products,62,31,6,25
Q4,CCT,Fee Based Products,6,5,1,1
Q4,INT,Other Products,9,6,1,3
Q3,ATM,Third Party Products,63,58,9,-4
Q3,MAL,Other Products,311,247,34,30
Q3,INT,Other Products,15,10,1,4
Q4,BRH,Fee Based Products,13,11,2,0
Q4,EML,Other Products,8,8,2,-2
Q4,INT,Fee Based Products,6,4,0,1
Q2,TEL,Deposit Products,21,13,2,5
Q4,INT,Fee Based Products,4,3,1,0
Q1,TEL,Fee Based Products,56,22,3,31
Q3,MOP,Other Products,13,11,1,0
Q3,DSA,Other Products,13,16,4,-6
Q4,INT,Third Party Products,6,6,1,-2
Q2,MAL,Other Products,61,77,13,-28
Q4,CCT,Third Party Products,6,5,1,0
Q3,DSA,Deposit Products,80,39,4,36
Q3,BRH,Third Party Products,14,5,1,8
Q2,INT,Fee Based Products,6,5,1,0
Q4,MAL,Fee Based Products,162,156,37,-31
Q2,CCT,Fee Based Products,6,6,1,-1
Q4,INT,Fee Based Products,11,14,3,-7
Q3,BRH,Third Party Products,17,9,1,6
Q1,CCT,Fee Based Products,5,2,1,2
Q3,CCT,Credit Products,253,299,46,-92
Q2,INT,Other Products,10,4,1,6
Q2,TEL,Deposit Products,205,115,25,65
Q1,BRH,Other Products,16,13,3,0
Q3,DSA,Other Products,15,8,2,5
Q1,EML,Other Products,250,188,26,35
Q2,BRH,Other Products,17,7,2,9
Q1,EML,Other Products,11,13,2,-4
Q4,DSA,Revolving Credit Products,39,43,7,-11
Q1,CCT,Fee Based Products,9,8,1,0
Q3,INT,Third Party Products,13,7,1,6
Q1,CCT,Other Products,6,7,1,-3
Q1,EML,Deposit Products,110,130,28,-48
Q3,EML,Other Products,13,16,2,-5
Q2,EML,Third Party Products,164,118,13,34
Q4,CCT,Credit Products,40,19,2,19
Q1,BRH,Third Party Products,6,3,1,2
Q2,BRH,Fee Based Products,12,11,2,-2
Q4,EVE,Other Products,20,15,3,1
Q3,MAL,Fee Based Products,178,131,27,20
Q3,INT,Other Products,15,7,1,7
Q4,BRH,Third Party Products,9,9,2,-2
Q4,MOP,Other Products,24,14,2,8
Q1,BRH,Fee Based Products,16,13,3,0
Q3,INT,Fee Based Products,14,16,3,-5
Q2,DSA,Deposit Products,130,100,13,17
Q1,EVE,Other Products,74,32,5,38
Q2,TEL,Fee Based Products,15,18,4,-7
Q2,BRH,Other Products,15,7,2,6
Q3,BRH,Revolving Credit Products,541,450,52,40
Q4,BRH,Third Party Products,9,12,1,-4
Q3,EML,Fee Based Products,14,5,1,8
Q3,EML,Other Products,17,20,2,-5
Q3,BRH,Third Party Products,12,11,1,0
Q2,BRH,Third Party Products,7,8,2,-2
Q3,BRH,Fee Based Products,11,8,2,1
Q1,BRH,Deposit Products,40,47,10,-18
Q4,BRH,Deposit Products,263,169,26,68
Q3,TEL,Other Products,12,13,3,-4
Q4,DSA,Other Products,8,3,1,4
Q3,EML,Third Party Products,71,66,15,-10
Q1,BRH,Fee Based Products,10,8,2,1
Q4,BRH,Third Party Products,300,263,28,9
Q1,BRH,Other Products,14,16,3,-4
Q3,DSA,Revolving Credit Products,109,99,17,-7
Q1,CCT,Credit Products,357,469,81,-193
Q1,CCT,Third Party Products,7,6,1,0
Q4,INT,Other Products,12,14,2,-4
Q2,INT,Other Products,10,10,2,-2
Q4,DSA,Other Products,17,19,2,-4
Q1,MOP,Revolving Credit Products,16,14,3,-1
Q3,CCT,Other Products,16,13,3,0
Q1,MAL,Fee Based Products,60,37,4,19
Q3,MOP,Deposit Products,16,16,2,-2
Q3,INT,Fee Based Products,13,15,2,-4
Q1,BRH,Other Products,22,21,4,-2
Q3,TEL,Fee Based Products,45,15,4,26
Q1,EML,Fee Based Products,118,97,14,6
Q2,MAL,Other Products,277,150,37,89
Q3,EML,Deposit Products,94,97,23,-25
Q2,EML,Third Party Products,47,19,3,25
Q3,TEL,Other Products,11,10,1,0
Q1,MOP,Deposit Products,22,27,4,-9
Q1,ATM,Other Products,78,74,9,-6
Q3,MOP,Credit Products,235,232,44,-41
Q3,EML,Deposit Products,13,7,1,4
Q4,EML,Third Party Products,111,124,18,-30
Q3,CCT,Third Party Products,13,12,1,-1
Q1,INT,Credit Products,27,11,2,13
Q3,BRH,Other Products,682,352,50,280
Q3,EML,Third Party Products,13,11,2,0
Q1,EVE,Other Products,50,24,4,22
Q3,BRH,Third Party Products,16,15,2,-1
Q2,BRH,Other Products,12,5,1,5
Q3,EML,Credit Products,451,439,79,-67
Q3,MOP,Other Products,80,54,7,19
Q1,DSA,Deposit Products,17,22,4,-9
Q4,CCT,Revolving Credit Products,440,347,37,57
Q1,BRH,Other Products,18,18,2,-2
Q4,MAL,Third Party Products,58,38,5,15
Q3,EML,Third Party Products,103,78,15,11
Q4,EML,Other Products,7,9,1,-4
Q2,CCT,Credit Products,7,8,2,-3
Q3,INT,Third Party Products,11,5,1,6
Q4,EML,Fee Based Products,10,11,2,-4
Q1,INT,Other Products,17,17,3,-3
Q2,CCT,Third Party Products,75,71,10,-6
Q2,CCT,Other Products,14,12,2,1
Q2,TEL,Credit Products,39,34,5,0
Q2,MAL,Third Party Products,125,91,23,12
Q3,BRH,Fee Based Products,15,8,2,4
Q3,EML,Other Products,17,21,5,-9
Q4,MOP,Credit Products,69,54,11,5
Q3,MAL,Other Products,62,75,8,-21
Q3,INT,Credit Products,32,24,5,3
Q2,BRH,Fee Based Products,10,12,2,-4
Q4,CCT,Third Party Products,68,63,13,-9
Q3,EML,Third Party Products,13,11,2,0
Q4,BRH,Other Products,18,20,3,-5
Q2,INT,Fee Based Products,315,267,34,14
Q2,BRH,Fee Based Products,344,401,47,-104
Q1,INT,Other Products,290,202,37,51
Q1,TEL,Fee Based Products,35,33,5,-4
Q1,INT,Deposit Products,51,54,7,-11
Q3,TEL,Other Products,13,14,2,-3
Q4,EML,Fee Based Products,11,11,2,-2
Q4,INT,Credit Products,274,298,58,-82
Q3,INT,Fee Based Products,16,7,1,8
Q2,ATM,Fee Based Products,66,40,6,21
Q1,MOP,Other Products,29,12,2,15
Q3,ATM,Third Party Products,63,66,15,-18
Q1,MOP,Deposit Products,49,36,4,9
Q1,CCT,Other Products,327,111,17,199
Q3,INT,Fee Based Products,17,12,2,3
Q3,MOP,Revolving Credit Products,63,33,8,23
Q3,EML,Third Party Products,13,10,1,1
Q2,TEL,Revolving Credit Products,196,182,41,-28
Q2,MAL,Deposit Products,120,146,25,-51
Q4,BRH,Third Party Products,12,14,3,-5
Q3,BRH,Other Products,17,17,3,-3
Q2,ATM,Other Products,74,36,6,32
Q4,TEL,Fee Based Products,13,11,3,0
Q2,INT,Fee Based Products,201,76,16,108
Q1,CCT,Deposit Products,109,138,29,-59
Q3,TEL,Deposit Products,81,54,6,20
Q2,MAL,Fee Based Products,59,68,11,-20
Q1,ATM,Deposit Products,165,206,33,-74
Q3,EVE,Other Products,32,20,4,8
Q3,TEL,Other Products,50,44,8,-3
Q4,EML,Deposit Products,1169,480,88,601
Q1,BRH,Other Products,18,14,3,1
Q2,INT,Other Products,9,10,2,-3
Q4,BRH,Fee Based Products,11,6,1,4
Q3,INT,Fee Based Products,14,6,1,8
Q2,TEL,Deposit Products,651,279,63,308
Q4,EVE,Other Products,41,15,2,24
Q2,INT,Fee Based Products,11,13,3,-5
Q3,EML,Other Products,14,16,4,-6
Q2,ATM,Fee Based Products,65,23,3,39
Q3,EML,Third Party Products,13,8,1,4
Q2,MOP,Credit Products,200,224,48,-72
Q3,TEL,Fee Based Products,68,69,11,-12
Q4,CCT,Credit Products,309,174,19,116
Q1,TEL,Revolving Credit Products,152,197,48,-92
Q3,DSA,Other Products,12,10,2,0
Q3,DSA,Credit Products,31,38,7,-15
Q3,MOP,Credit Products,75,40,10,26
Q4,MAL,Other Products,258,331,57,-131
Q2,MOP,Deposit Products,34,34,8,-9
Q1,INT,Fee Based Products,10,11,1,-2
Q2,BRH,Deposit Products,17,16,2,-1
Q4,INT,Fee Based Products,239,162,19,57
Q4,BRH,Fee Based Products,13,12,2,-1
Q4,DSA,Deposit Products,75,76,17,-18
Q4,MAL,Deposit Products,230,162,30,38
Q3,ATM,Third Party Products,65,69,8,-12
Q4,TEL,Other Products,146,181,38,-73
Q4,EVE,Other Products,24,20,2,2
Q1,MOP,Other Products,36,20,4,12
Q1,MOP,Deposit Products,35,15,3,17
Q3,CCT,Other Products,27,20,5,1
Q2,EML,Other Products,408,325,59,24
Q3,BRH,Fee Based Products,17,18,3,-4
Q1,TEL,Revolving Credit Products,11,8,2,1
Q2,MOP,Other Products,19,14,3,1
Q4,EML,Credit Products,43,50,9,-16
Q3,MOP,Other Products,12,6,1,4
Q3,MOP,Other Products,11,12,3,-4
Q1,EML,Credit Products,29,38,8,-17
Q1,TEL,Fee Based Products,34,34,8,-8
Q4,MOP,Revolving Credit Products,55,48,8,-1
Q4,BRH,Fee Based Products,14,7,1,6
Q2,INT,Deposit Products,1353,1120,226,7
Q2,MAL,Fee Based Products,60,63,7,-10
Q3,MOP,Other Products,17,6,1,10
Q3,INT,Fee Based Products,328,393,43,-108
Q2,MAL,Fee Based Products,135,90,17,28
Q3,EML,Fee Based Products,14,11,2,1
Q3,MOP,Deposit Products,38,42,5,-9
Q1,CCT,Third Party Products,42,30,7,5
Q4,CCT,Revolving Credit Products,2075,1500,315,260
Q2,DSA,Credit Products,229,149,30,50
Q3,TEL,Other Products,18,16,2,0
Q2,DSA,Revolving Credit Products,17,15,3,0
Q2,CCT,Fee Based Products,147,182,40,-75
Q4,TEL,Deposit Products,28,16,2,10
Q4,EVE,Deposit Products,106,111,19,-24
Q3,CCT,Deposit Products,16,16,2,-3
Q4,MOP,Credit Products,333,253,60,21
Q1,MAL,Third Party Products,133,138,32,-37
Q2,MOP,Other Products,43,30,4,9
Q3,CCT,Fee Based Products,14,8,1,5
Q4,BRH,Other Products,19,25,5,-10
Q3,ATM,Fee Based Products,89,69,9,11
Q4,CCT,Credit Products,2069,1904,228,-63
Q2,BRH,Deposit Products,69,68,13,-12
Q2,TEL,Deposit Products,28,22,3,4
Q4,TEL,Fee Based Products,58,51,7,0
Q4,INT,Deposit Products,57,34,8,15
Q3,ATM,Fee Based Products,69,90,16,-38
Q2,MAL,Fee Based Products,59,30,7,22
Q4,DSA,Other Products,38,16,2,21
Q3,EVE,Deposit Products,44,36,8,0
Q3,INT,Third Party Products,11,10,1,0
Q3,MOP,Deposit Products,33,21,5,7
Q3,CCT,Revolving Credit Products,282,172,40,71
Q2,BRH,Fee Based Products,244,160,37,47
Q3,CCT,Other Products,14,13,2,-1
Q3,INT,Revolving Credit Products,328,235,24,70
Q3,ATM,Third Party Products,63,58,7,-2
Q3,MAL,Credit Products,486,617,78,-208
Q1,MAL,Other Products,62,75,17,-30
Q2,TEL,Other Products,207,212,48,-53
Q3,INT,Deposit Products,67,85,19,-36
Q4,MOP,Revolving Credit Products,53,32,4,16
Q4,DSA,Credit Products,145,185,30,-70
Q1,MAL,Other Products,61,34,4,24
Q3,EML,Other Products,385,266,36,83
Q4,MAL,Deposit Products,189,131,25,33
Q3,MOP,Deposit Products,230,221,29,-20
Q1,MAL,Revolving Credit Products,193,110,26,56
Q2,MAL,Other Products,60,73,10,-23
Q4,INT,Other Products,16,14,4,-2
Q1,TEL,Deposit Products,67,35,6,26
Q2,CCT,Third Party Products,169,128,23,18
Q4,TEL,Revolving Credit Products,115,83,20,12
Q2,MOP,Credit Products,51,63,12,-24
Q2,CCT,Other Products,222,158,29,36
Q3,EML,Fee Based Products,16,20,4,-8
Q2,BRH,Fee Based Products,17,21,2,-6
Q1,MAL,Fee Based Products,59,32,4,23
Q4,MAL,Deposit Products,1728,1489,349,-110
Q4,CCT,Other Products,17,13,2,1
Q4,BRH,Revolving Credit Products,533,438,81,14
Q2,ATM,Other Products,78,38,5,35
Q3,ATM,Other Products,79,76,9,-6
Q4,BRH,Deposit Products,54,28,6,20
Q3,TEL,Deposit Products,95,81,9,5
Q3,BRH,Deposit Products,209,171,33,6
Q4,INT,Other Products,14,18,4,-7
Q4,EML,Third Party Products,141,95,15,31
Q4,MAL,Third Party Products,56,40,5,12
Q3,EML,Third Party Products,104,102,24,-21
Q4,MOP,Credit Products,78,67,7,4
Q1,INT,Fee Based Products,154,100,15,39
Q3,BRH,Third Party Products,15,11,3,1
Q3,MAL,Revolving Credit Products,77,31,4,41
Q4,EML,Third Party Products,108,89,19,0
Q3,TEL,Other Products,29,14,2,13
Q3,CCT,Third Party Products,142,92,22,27
Q4,BRH,Credit Products,475,401,93,-19
Q2,MAL,Third Party Products,57,35,5,17
Q1,MAL,Deposit Products,179,172,39,-33
Q3,TEL,Revolving Credit Products,212,197,26,-12
Q4,MAL,Revolving Credit Products,446,351,45,50
Q3,TEL,Deposit Products,563,259,64,241
Q3,CCT,Third Party Products,55,49,6,0
Q2,MAL,Fee Based Products,60,61,8,-9
Q1,ATM,Credit Products,1281,465,55,761
Q1,ATM,Third Party Products,57,52,10,-5
Q1,BRH,Deposit Products,180,144,21,15
Q1,MAL,Revolving Credit Products,67,85,16,-34
Q2,MOP,Revolving Credit Products,317,286,49,-18
Q4,ATM,Other Products,156,110,12,33
Q4,EML,Fee Based Products,351,380,69,-98
Q3,TEL,Fee Based Products,32,35,8,-11
Q1,MAL,Fee Based Products,214,90,22,102
Q2,INT,Fee Based Products,221,79,18,124
Q4,EML,Third Party Products,168,70,9,90
Q3,MOP,Revolving Credit Products,38,21,2,15
Q2,ATM,Deposit Products,77,66,7,4
Q4,CCT,Deposit Products,19,21,5,-8
Q4,MAL,Deposit Products,1911,1207,290,414
Q3,EML,Credit Products,36,42,10,-17
